Hour,TI(AM/PM),Weekday,Day,Month,Electricity(kwh)
12,PM,,11,Aug,0.564
10,PM,,22,Mar,0.355
2,PM,thu,13,Nov,0.144
11,AM,sun,29,Jun,1.026
6,AM,mon,30,Jun,2.03
9,AM,,14,Mar,0.264
6,PM,,17,Dec,1.355
7,PM,,7,Jul,5.054
8,AM,thu,4,Dec,0.506
8,AM,mon,3,Nov,0.187
2,PM,,10,Oct,0.259
12,PM,fri,7,Nov,0.221
12,AM,,16,Feb,0.816
10,PM,,21,Nov,0.252
12,AM,mon,10,Mar,0.233
11,AM,,27,Jan,0.81
11,AM,,19,Sep,0.396
11,PM,sat,15,Feb,1.008
4,PM,,12,Feb,0.528
4,AM,sun,30,Mar,0.218
6,PM,sun,23,Mar,1.642
5,PM,mon,16,Jun,2.059
11,PM,,26,Oct,0.333
2,AM,,16,Nov,0.153
8,PM,,28,Jul,4.032
3,AM,,15,Sep,0.164
5,AM,thu,16,Jan,2.332
11,AM,,1,Dec,0.451
6,PM,sun,15,Jun,3.175
7,AM,sat,6,Dec,1.294
10,AM,,23,Apr,0.113
3,AM,,10,Dec,0.191
10,AM,tue,12,Aug,0.571
6,AM,,9,Aug,1.123
10,AM,sat,5,Jul,1.613
2,PM,thu,12,Jun,0.792
6,PM,,16,Jul,3.461
5,PM,thu,30,Oct,0.811
9,AM,,31,May,0.821
8,AM,wed,1,Oct,0.206
2,AM,fri,3,Jan,0.324
4,PM,thu,28,Aug,0.499
3,PM,sat,8,Nov,0.389
12,PM,thu,17,Apr,0.155
5,AM,thu,22,May,0.818
8,AM,,29,Nov,0.474
3,PM,sat,12,Jul,2.441
10,PM,fri,14,Feb,0.79
8,PM,,23,Dec,1.566
3,PM,mon,17,Nov,0.176
4,AM,,15,Aug,0.216
10,AM,,26,Aug,0.47
8,PM,thu,3,Jul,3.878
12,AM,sat,1,Mar,0.723
6,AM,sat,27,Sep,0.493
3,PM,,9,Jan,0.944
1,PM,,8,Jun,1.264
10,AM,wed,16,Jul,1.085
7,AM,,25,Aug,0.95
5,PM,,26,Jun,2.691
1,PM,,2,Feb,0.785
12,AM,,3,Sep,0.197
5,PM,sat,5,Jul,1.922
6,PM,mon,10,Mar,1.098
3,AM,sun,12,Oct,0.202
2,PM,,6,May,0.368
11,PM,,21,Dec,0.501
5,AM,,3,Sep,0.67
9,PM,,11,Sep,0.428
12,PM,thu,9,Jan,0.86
9,PM,,18,Dec,0.68
4,PM,thu,30,Oct,0.192
6,AM,,1,Feb,0.902
6,PM,mon,25,Aug,1.814
3,PM,tue,11,Nov,0.194
10,AM,thu,12,Jun,0.857
5,PM,sun,29,Jun,1.296
12,AM,,14,Jun,1.714
7,AM,,31,Dec,1.109
8,AM,mon,17,Nov,0.209
4,PM,,14,Jan,0.8
9,PM,mon,29,Sep,0.5
9,AM,,29,Jan,0.648
12,PM,sat,18,Jan,1.068
10,PM,wed,19,Mar,0.452
2,AM,,22,Feb,0.428
9,PM,,24,Jun,1.058
10,AM,,4,Jan,1.26
6,PM,,11,Nov,0.636
12,PM,mon,17,Mar,0.356
2,AM,tue,22,Jul,0.562
4,AM,,5,Jun,0.353
9,PM,,23,Sep,0.336
12,AM,,8,Dec,0.36
3,AM,sat,29,Nov,0.116
7,AM,tue,2,Dec,1.089
4,PM,,6,Aug,0.451
5,PM,mon,23,Jun,2.48
5,PM,,25,Aug,1.732
12,PM,mon,24,Nov,0.234
10,PM,sat,25,Oct,0.269
7,AM,tue,3,Jun,1.75
3,PM,,10,Oct,0.278
1,AM,,28,Nov,0.102
4,AM,,23,May,0.184
10,AM,thu,20,Nov,0.146
8,PM,tue,22,Apr,0.566
7,AM,sat,19,Apr,0.295
7,PM,wed,24,Dec,1.782
2,AM,fri,31,Jan,0.396
3,AM,tue,8,Jul,0.408
2,AM,,23,Oct,0.096
2,AM,fri,21,Nov,0.095
1,AM,fri,26,Dec,0.24
7,PM,fri,14,Feb,2.117
6,PM,,5,Feb,1.361
6,AM,sun,14,Dec,1.047
3,AM,,15,Feb,0.382
4,AM,,17,Jul,0.384
12,AM,sat,22,Nov,0.425
7,PM,mon,1,Dec,1.94
12,PM,,4,Aug,0.576
8,AM,sun,30,Nov,0.48
12,PM,,20,Jun,0.873
4,PM,,29,Jun,1.507
11,AM,sat,9,Aug,0.814
2,PM,tue,9,Dec,0.418
9,AM,,17,Apr,0.085
8,AM,,25,Jan,3.016
11,PM,thu,21,Aug,0.642
1,PM,,20,Nov,0.158
4,AM,mon,29,Sep,0.14
3,AM,sun,9,Nov,0.161
2,AM,fri,6,Jun,0.31
12,PM,,16,Aug,0.85
10,AM,,27,May,0.384
11,AM,mon,24,Nov,0.18
11,AM,,27,Jul,1.714
12,AM,thu,1,May,0.278
6,AM,,6,Sep,0.605
1,AM,,21,Nov,0.086
2,AM,,19,Feb,0.245
7,AM,,1,Oct,0.524
1,AM,,1,Feb,0.432
7,PM,,15,Feb,2.246
7,PM,,1,Jan,4.248
9,AM,mon,3,Mar,0.281
11,AM,sun,14,Dec,0.7
4,AM,tue,23,Sep,0.158
11,PM,,18,Nov,0.252
6,AM,fri,26,Sep,0.949
9,PM,mon,3,Mar,0.475
2,PM,,28,Nov,0.184
2,AM,sat,4,Jan,0.612
7,PM,,5,Aug,2.376
2,AM,,1,Nov,0.126
5,PM,sun,21,Sep,0.561
11,AM,sat,25,Jan,1.428
2,PM,sun,15,Jun,1.253
2,PM,wed,17,Dec,0.524
12,AM,tue,12,Aug,0.378
5,PM,mon,6,Jan,3.12
8,PM,tue,27,May,1.178
2,PM,sun,28,Dec,0.898
8,PM,thu,20,Nov,0.641
11,AM,,11,Jan,1.32
12,PM,tue,24,Jun,1.08
10,AM,sat,20,Sep,0.344
7,PM,fri,14,Nov,0.972
6,AM,tue,26,Aug,1.728
5,PM,tue,13,May,0.988
6,AM,,28,Feb,1.238
12,PM,fri,26,Dec,0.506
8,AM,wed,4,Jun,0.806
3,AM,sat,23,Aug,0.306
12,AM,,14,Jan,0.708
1,AM,,19,Aug,0.192
8,AM,sat,18,Jan,2.782
11,PM,,8,Sep,0.403
7,AM,sun,11,May,1.018
3,PM,sat,3,May,0.749
8,AM,wed,22,Jan,0.824
5,AM,sat,3,May,0.209
3,PM,,19,Dec,0.458
8,PM,,7,Nov,0.641
6,AM,,18,Feb,1.526
9,PM,thu,6,Feb,0.842
4,PM,,13,Nov,0.212
5,PM,wed,26,Nov,0.486
4,PM,,22,Oct,0.202
5,AM,sat,11,Jan,0.702
6,PM,,12,May,1.243
10,PM,tue,20,May,0.468
5,PM,thu,1,May,1.196
2,AM,thu,20,Feb,0.288
1,PM,sat,20,Sep,0.361
4,AM,sun,21,Dec,0.337
7,AM,,25,Feb,1.145
6,PM,mon,1,Dec,1.417
12,AM,sun,12,Jan,1.456
10,AM,,13,Dec,0.7
4,PM,mon,29,Dec,0.502
8,PM,tue,13,May,1.203
7,PM,,24,Jul,4.536
11,AM,tue,24,Jun,0.801
3,PM,thu,11,Sep,0.232
10,AM,thu,4,Sep,0.232
1,AM,sat,29,Mar,0.286
6,PM,,12,Oct,0.864
11,PM,,12,Jun,0.837
10,PM,,1,Jan,1.2
1,PM,,24,Jan,0.92
2,PM,fri,12,Sep,0.244
2,PM,,8,Oct,0.192
6,AM,,15,Jan,2.256
7,AM,mon,28,Apr,0.313
9,AM,,10,Aug,1.177
4,PM,wed,13,Aug,0.542
7,PM,wed,12,Feb,1.793
7,PM,tue,25,Feb,1.966
7,AM,thu,30,Jan,1.476
5,PM,sat,13,Dec,0.931
3,AM,sat,4,Oct,0.205
6,AM,,4,Jul,2.333
7,AM,,20,Oct,0.475
3,PM,tue,25,Nov,0.193
12,PM,,15,Nov,0.319
3,PM,thu,30,Oct,0.214
12,PM,,9,Nov,0.259
8,AM,,26,Jan,3.068
8,PM,,16,Dec,1.954
7,PM,,3,Dec,1.861
8,PM,mon,25,Aug,1.728
3,AM,tue,22,Apr,0.059
4,PM,wed,12,Nov,0.212
7,PM,,9,Apr,0.47
4,AM,,17,Apr,0.055
2,AM,fri,4,Jul,0.475
4,AM,wed,21,May,0.147
12,AM,,31,Jul,0.648
7,PM,mon,2,Jun,3.564
7,PM,,8,May,1.368
12,AM,,17,Nov,0.12
5,PM,fri,28,Nov,0.661
9,PM,,23,Jul,1.267
5,AM,,21,Nov,0.505
10,PM,,30,Aug,0.566
2,PM,fri,17,Jan,0.76
1,AM,,28,Jun,0.551
2,AM,,16,Jul,0.442
2,PM,mon,8,Sep,0.235
3,AM,,11,Jul,0.533
12,PM,,19,Jul,1.426
10,PM,thu,5,Jun,1.008
5,AM,mon,10,Mar,0.73
1,AM,fri,11,Apr,0.058
7,PM,,27,Feb,2.29
5,PM,,2,Aug,1.199
8,PM,,8,Apr,0.422
9,PM,,31,Mar,0.542
12,PM,thu,12,Jun,0.738
7,AM,,25,Mar,0.85
12,PM,,20,May,0.32
1,AM,,17,Feb,0.206
7,AM,wed,13,Aug,0.994
12,AM,mon,20,Jan,0.546
6,AM,,5,Dec,1.135
12,AM,,3,May,0.608
6,PM,,19,May,1.075
8,AM,sun,12,Oct,0.757
12,AM,,15,Feb,1.085
3,AM,tue,5,Aug,0.197
9,PM,,1,Feb,0.557
3,AM,,23,Jan,0.372
7,AM,,16,Mar,1.133
9,PM,wed,5,Feb,0.778
8,AM,,24,Jan,0.688
6,PM,,24,Jul,2.856
7,PM,,20,Aug,1.901
9,AM,fri,8,Aug,0.428
11,AM,,25,Jul,1.356
12,PM,,30,Nov,0.316
10,AM,,2,Feb,0.684
5,PM,,14,Jan,2.938
1,PM,,15,Dec,0.51
8,AM,,26,Jul,2.933
11,PM,sat,5,Apr,0.309
11,PM,sat,23,Aug,1.128
2,PM,fri,25,Jul,1.152
2,PM,thu,13,Mar,0.278
5,PM,,26,Sep,0.764
2,AM,sat,13,Dec,0.36
4,AM,,29,Jun,0.432
3,PM,wed,23,Apr,0.11
3,AM,fri,22,Aug,0.218
6,AM,,28,Mar,1.018
2,AM,,25,Dec,0.191
8,AM,,31,Mar,0.352
1,PM,,10,Nov,0.18
11,PM,wed,12,Mar,0.36
2,AM,,26,Aug,0.281
3,AM,,19,Aug,0.271
11,PM,,6,Nov,0.198
9,AM,,25,Dec,0.333
12,PM,,15,Jan,0.83
4,AM,,12,Sep,0.112
7,PM,,20,Jul,5.054
12,AM,,16,Mar,0.621
3,AM,,20,Apr,0.072
3,PM,,9,Sep,0.274
3,AM,sat,10,May,0.192
11,AM,wed,5,Feb,0.492
12,AM,fri,10,Oct,0.184
11,AM,,22,Mar,0.485
6,AM,,25,Apr,0.392
9,PM,,28,Sep,0.437
6,AM,,20,Oct,0.727
12,PM,,9,Feb,0.619
5,PM,,10,Mar,0.988
6,PM,mon,29,Dec,1.278
6,AM,,25,Oct,0.422
10,PM,tue,18,Mar,0.396
12,AM,thu,23,Jan,0.72
5,PM,tue,11,Nov,0.679
3,PM,tue,22,Apr,0.136
8,AM,,20,Feb,0.408
9,AM,fri,14,Nov,0.123
12,AM,fri,11,Apr,0.103
10,AM,,26,Sep,0.283
3,AM,tue,23,Sep,0.157
5,PM,,31,Jul,2.777
3,AM,,22,Jan,0.332
8,PM,,5,Mar,1.024
6,AM,,3,Feb,1.555
12,AM,,4,Oct,0.456
6,AM,,17,Jul,3.283
6,PM,fri,5,Sep,0.931
1,AM,fri,30,May,0.174
6,PM,,22,Aug,1.848
12,AM,,10,Dec,0.284
12,AM,fri,13,Jun,0.475
6,AM,wed,12,Mar,0.912
7,AM,thu,25,Sep,0.611
7,AM,sat,20,Sep,0.706
10,AM,mon,5,May,0.326
8,PM,,7,Jan,3.424
8,PM,wed,5,Feb,2.17
4,AM,sat,21,Jun,0.599
3,AM,,14,Jan,0.368
4,PM,,5,Apr,0.246
10,AM,,22,Mar,0.451
9,AM,,23,Feb,1.058
7,PM,,9,Sep,1.512
11,AM,,21,Sep,0.428
5,AM,wed,9,Jul,2.244
11,AM,thu,14,Aug,0.564
9,AM,,13,Jun,0.594
7,AM,thu,30,Oct,0.562
9,PM,fri,4,Jul,1.104
2,PM,sat,9,Aug,0.806
8,PM,sat,13,Dec,2.099
4,AM,,26,Sep,0.153
4,AM,mon,10,Mar,0.147
9,AM,wed,25,Jun,0.599
9,PM,,10,Aug,0.85
8,AM,thu,9,Jan,0.952
9,PM,wed,24,Dec,0.673
8,PM,fri,28,Feb,1.613
2,PM,fri,19,Dec,0.493
6,AM,wed,13,Aug,1.339
5,AM,,16,Jul,2.244
3,AM,thu,9,Oct,0.114
10,PM,,6,May,0.408
1,AM,,11,Nov,0.073
5,AM,tue,2,Sep,0.732
1,AM,tue,22,Jul,0.427
6,PM,,10,Jun,2.394
3,PM,,21,Oct,0.223
7,PM,fri,10,Jan,3.6
1,PM,mon,9,Jun,0.821
9,PM,,16,May,0.317
2,PM,,28,Sep,0.476
6,AM,wed,8,Oct,0.655
6,PM,fri,1,Aug,1.848
1,AM,,14,Feb,0.281
7,AM,,1,Dec,0.97
7,AM,,13,Apr,0.31
6,PM,,13,Jun,2.268
9,PM,,3,Oct,0.233
6,PM,thu,11,Dec,1.309
3,PM,tue,9,Dec,0.431
6,PM,,29,Oct,0.958
7,PM,sun,17,Aug,1.901
9,PM,mon,30,Jun,1.004
5,AM,wed,30,Apr,0.356
12,PM,wed,28,May,0.368
8,AM,thu,21,Aug,0.461
7,PM,,14,Jul,4.406
3,PM,,12,Mar,0.294
11,AM,,1,Oct,0.339
5,AM,,10,Jul,2.798
10,AM,,12,Feb,0.552
7,AM,,13,Nov,0.332
11,PM,,14,Aug,0.684
2,AM,,24,Sep,0.162
3,PM,,4,Dec,0.506
8,PM,thu,23,Oct,1.085
5,AM,,1,May,0.73
4,PM,,9,Jul,0.806
3,AM,,10,Jan,0.392
11,PM,sat,6,Sep,0.812
5,PM,tue,26,Aug,1.373
10,PM,,21,Oct,0.357
11,AM,,24,Mar,0.44
7,AM,,23,Nov,0.551
8,PM,,26,May,1.139
7,AM,,12,Jan,2.616
10,AM,,28,Nov,0.144
3,PM,thu,3,Jul,1.066
3,PM,,24,Jun,0.598
8,AM,,15,Jun,2.457
3,AM,,30,Dec,0.242
1,PM,sat,20,Dec,0.719
3,AM,mon,30,Jun,0.374
3,PM,fri,11,Apr,0.126
11,AM,tue,1,Jul,1.02
3,AM,sat,1,Nov,0.131
7,AM,fri,3,Oct,0.448
3,PM,,7,Feb,0.475
8,PM,fri,17,Jan,3.328
4,AM,,20,Jul,0.763
7,PM,,27,May,1.483
1,PM,,6,Sep,0.47
9,AM,,4,Jun,0.535
7,PM,,8,Dec,1.762
2,PM,,10,Dec,0.387
1,PM,tue,23,Dec,0.51
3,PM,,14,Jan,0.664
2,PM,mon,26,May,0.275
12,PM,,8,Aug,0.48
7,AM,sun,2,Mar,0.845
9,AM,,31,Jan,0.534
7,PM,sun,21,Sep,1.071
1,AM,,25,Mar,0.163
6,AM,wed,31,Dec,1.254
12,PM,fri,28,Nov,0.245
4,PM,,31,Oct,0.254
9,PM,fri,19,Dec,0.37
12,PM,mon,13,Oct,0.297
1,PM,tue,1,Jul,0.768
11,AM,,14,Oct,0.297
3,PM,,31,Aug,0.994
7,AM,thu,2,Jan,1.458
3,AM,,27,May,0.163
3,PM,mon,8,Dec,0.515
7,AM,,27,Jan,2.034
11,AM,mon,11,Aug,0.606
9,PM,fri,31,Oct,0.226
2,AM,wed,5,Nov,0.082
11,AM,sun,18,May,0.566
2,PM,,31,Jan,0.944
4,AM,,14,Dec,0.366
12,PM,thu,30,Jan,0.93
4,PM,sat,17,May,0.59
3,AM,,29,Apr,0.066
12,PM,,8,Nov,0.27
1,PM,,13,Nov,0.216
3,AM,,21,Mar,0.162
3,PM,tue,18,Nov,0.155
6,AM,sat,22,Nov,0.324
4,AM,,23,Dec,0.227
10,PM,thu,16,Oct,0.243
12,PM,,27,Nov,0.266
7,AM,mon,15,Dec,0.812
4,AM,,15,May,0.174
6,AM,,20,Apr,0.192
10,PM,fri,29,Aug,0.832
8,PM,,2,May,1.331
6,PM,,22,May,1.333
9,PM,thu,29,May,0.485
3,AM,,7,Nov,0.099
12,PM,,15,Jun,1.253
12,PM,,16,Feb,0.842
2,PM,thu,11,Dec,0.37
3,PM,,13,Jun,0.72
2,AM,wed,8,Oct,0.108
8,AM,,23,Feb,1.279
6,PM,sun,23,Feb,2.16
2,PM,,1,Dec,0.471
4,PM,,19,Dec,0.405
9,AM,,14,Aug,0.295
10,PM,tue,25,Nov,0.207
9,AM,,18,Jul,0.605
5,PM,sat,20,Sep,0.617
4,PM,,3,Dec,0.488
11,AM,sun,4,May,0.566
5,PM,sat,25,Jan,1.584
9,PM,sat,5,Jul,0.893
3,PM,,10,Feb,0.442
7,PM,,29,Jul,4.536
6,PM,tue,23,Sep,1.058
1,AM,,20,Apr,0.086
2,AM,tue,1,Jul,0.403
8,PM,,5,Jun,2.678
11,AM,wed,17,Dec,0.649
11,PM,mon,5,May,0.372
9,PM,,28,Jan,1.14
12,PM,fri,19,Dec,0.49
12,AM,wed,4,Jun,0.47
6,PM,wed,6,Aug,1.663
9,PM,sun,17,Aug,0.756
2,PM,,7,Aug,0.446
1,PM,,13,May,0.339
7,AM,mon,6,Oct,0.481
4,PM,,17,Oct,0.24
9,PM,wed,5,Nov,0.311
4,AM,wed,22,Jan,0.404
2,PM,,18,Jan,1.312
11,PM,sat,8,Nov,0.437
12,PM,thu,20,Feb,0.6
12,PM,sat,20,Dec,0.746
6,PM,,29,Jul,3.427
2,AM,,3,Sep,0.137
7,PM,,24,Apr,0.632
2,PM,tue,15,Apr,0.1
5,PM,,29,Apr,0.445
5,AM,wed,31,Dec,1.137
6,PM,,1,Sep,1.0
2,AM,,25,Aug,0.24
1,PM,,26,Nov,0.182
5,PM,,7,Feb,1.279
2,AM,mon,10,Mar,0.141
5,PM,,3,Sep,0.883
7,AM,thu,27,Nov,0.401
6,PM,,21,Mar,1.266
10,AM,,31,Jan,0.848
10,PM,,5,Aug,0.714
7,PM,mon,29,Sep,1.184
3,AM,,9,Feb,0.389
8,PM,fri,21,Feb,1.67
12,AM,,3,Jul,0.655
8,PM,sat,22,Feb,1.75
12,AM,,1,Nov,0.324
12,PM,,29,Sep,0.322
6,AM,sat,8,Mar,0.678
4,AM,sat,27,Sep,0.242
5,AM,mon,6,Jan,2.002
2,PM,,14,May,0.294
2,AM,,12,Oct,0.144
2,PM,sat,15,Feb,1.152
8,AM,,3,Sep,0.263
1,PM,tue,10,Jun,0.828
11,PM,,31,Dec,0.6
5,AM,,16,Aug,0.407
9,PM,,11,Aug,0.605
8,PM,,27,Mar,1.126
7,AM,sun,2,Feb,1.382
11,AM,wed,15,Jan,1.12
12,PM,tue,2,Dec,0.484
1,AM,,24,May,0.264
10,AM,thu,31,Jul,0.941
11,PM,,6,Jan,0.96
5,AM,,8,Nov,0.146
6,AM,,5,Aug,1.296
8,PM,,11,Jan,3.456
10,AM,,6,Dec,0.581
8,AM,mon,18,Aug,0.504
10,PM,wed,25,Jun,0.891
3,AM,thu,7,Aug,0.286
2,PM,wed,10,Sep,0.263
4,PM,tue,4,Mar,0.368
7,PM,,9,Aug,2.246
6,PM,tue,16,Sep,0.911
8,AM,,31,Jan,0.8
11,PM,mon,26,May,0.46
2,AM,,14,Sep,0.204
3,PM,thu,3,Apr,0.126
7,PM,wed,15,Jan,4.212
2,AM,mon,30,Jun,0.425
8,AM,,13,Jun,0.72
7,PM,,8,Jun,2.819
11,AM,fri,19,Dec,0.622
6,PM,,23,Jul,3.528
8,PM,,14,May,1.357
11,PM,,13,Jun,1.98
10,AM,thu,25,Sep,0.308
8,AM,,2,Feb,1.279
6,AM,mon,22,Sep,0.781
10,PM,,30,Apr,0.171
10,PM,mon,3,Mar,0.396
3,AM,mon,13,Oct,0.138
2,AM,sun,8,Jun,0.621
12,AM,,8,Jun,1.181
12,AM,fri,29,Aug,0.396
4,PM,,13,Jun,0.605
1,AM,,10,Sep,0.115
1,PM,thu,30,Oct,0.257
10,AM,,8,Apr,0.108
4,PM,,10,Mar,0.32
3,AM,,5,Oct,0.189
3,AM,,9,Apr,0.061
4,PM,mon,6,Jan,0.856
1,PM,thu,31,Jul,1.152
10,AM,sun,12,Jan,1.152
4,AM,,6,Aug,0.283
4,AM,wed,31,Dec,0.231
2,AM,tue,2,Sep,0.113
4,AM,,4,Feb,0.192
3,AM,tue,25,Mar,0.174
5,PM,,12,Mar,1.102
3,PM,mon,3,Feb,0.504
9,AM,thu,16,Jan,0.57
10,PM,,10,Sep,0.322
7,PM,wed,8,Oct,1.08
2,PM,,11,Oct,0.514
10,PM,,4,Jul,1.781
1,AM,sun,2,Nov,0.159
9,PM,,10,Apr,0.196
7,PM,thu,23,Oct,1.274
5,PM,,9,Jun,2.317
10,AM,sat,27,Dec,0.548
7,PM,thu,22,May,1.483
3,PM,,28,Sep,0.725
4,PM,,14,May,0.298
11,AM,thu,13,Feb,0.606
6,PM,,21,Feb,1.462
11,PM,sun,31,Aug,0.57
10,PM,,30,Mar,0.46
6,AM,,5,Oct,0.446
3,AM,,22,Oct,0.132
6,AM,,23,May,1.027
8,AM,fri,4,Jul,0.787
8,PM,wed,19,Feb,1.805
4,PM,thu,8,May,0.374
5,PM,tue,10,Jun,2.223
10,AM,mon,29,Sep,0.283
5,AM,thu,9,Oct,0.62
11,PM,mon,6,Oct,0.258
12,AM,,27,Jul,2.054
12,PM,thu,29,May,0.472
1,AM,sat,6,Dec,0.333
5,PM,,2,Mar,0.641
5,AM,tue,24,Jun,1.584
5,PM,fri,13,Jun,2.176
1,PM,sun,10,Aug,0.655
12,AM,,3,Jun,0.486
7,AM,fri,14,Mar,0.799
1,AM,fri,24,Jan,0.412
2,AM,,25,Feb,0.252
9,PM,,16,Mar,0.571
5,PM,sat,30,Aug,1.264
9,AM,tue,16,Sep,0.225
4,PM,,5,Nov,0.171
10,AM,fri,15,Aug,0.422
12,PM,,16,Mar,0.437
11,AM,fri,3,Jan,1.16
12,AM,thu,11,Dec,0.304
6,AM,fri,6,Jun,2.03
12,AM,,16,Jan,0.672
12,PM,,30,May,0.388
10,AM,thu,18,Sep,0.33
1,AM,wed,26,Nov,0.078
9,AM,tue,3,Jun,0.491
7,AM,,1,Sep,0.643
7,PM,tue,11,Feb,2.333
7,AM,,8,Feb,1.382
7,PM,wed,9,Jul,3.715
6,PM,,24,Jan,3.164
7,PM,,16,Dec,1.822
12,AM,,30,Jul,0.828
9,AM,,22,Dec,0.376
7,PM,,4,Feb,1.987
4,AM,mon,19,May,0.136
8,AM,sun,22,Jun,2.129
8,AM,sat,11,Jan,2.21
12,PM,tue,23,Sep,0.417
3,PM,,2,Nov,0.365
9,AM,,8,Mar,0.648
4,PM,tue,2,Sep,0.3
5,PM,,23,Jan,2.6
9,PM,,6,Apr,0.166
6,AM,,17,Nov,0.632
10,PM,,18,Apr,0.235
2,AM,,29,Apr,0.056
11,PM,wed,8,Oct,0.285
9,PM,sat,29,Nov,0.153
11,PM,sat,11,Jan,1.78
8,AM,,11,May,1.061
3,PM,,30,May,0.378
9,AM,fri,17,Jan,0.486
7,AM,sat,13,Sep,0.907
6,PM,,16,Aug,2.03
7,AM,,16,Oct,0.632
9,PM,,23,Dec,0.706
1,AM,,3,Apr,0.063
12,PM,sat,20,Sep,0.353
5,PM,thu,20,Mar,0.978
5,AM,,6,Sep,0.202
3,PM,wed,4,Jun,0.619
2,AM,,24,Oct,0.138
6,AM,,10,Nov,0.502
1,PM,,29,Oct,0.281
2,AM,,2,Dec,0.238
10,PM,wed,3,Sep,0.343
8,AM,,7,Feb,0.456
5,PM,fri,25,Jul,3.37
8,PM,wed,1,Oct,1.133
3,AM,sat,19,Jul,0.821
9,AM,thu,6,Feb,0.4
3,PM,wed,5,Feb,0.403
1,AM,,22,Dec,0.194
8,PM,,3,Oct,1.114
7,AM,,17,Apr,0.305
3,AM,,1,Feb,0.374
3,AM,,1,Dec,0.233
11,PM,wed,2,Jul,1.428
11,PM,,13,May,0.328
10,PM,,4,Jan,0.672
6,AM,,2,Jun,2.03
11,PM,,27,Jan,0.92
5,AM,thu,17,Jul,3.036
9,PM,tue,18,Feb,0.662
1,PM,sat,19,Apr,0.146
2,PM,mon,17,Feb,0.461
2,AM,mon,6,Oct,0.11
2,AM,,24,Apr,0.072
4,AM,,2,Aug,0.421
5,PM,,19,Nov,0.702
10,AM,,6,Nov,0.196
8,AM,,3,Jun,0.619
2,PM,,18,Feb,0.413
10,AM,,12,Apr,0.212
6,AM,sat,18,Jan,1.776
9,AM,fri,28,Nov,0.112
9,AM,thu,21,Aug,0.378
4,PM,,28,Nov,0.194
11,AM,thu,30,Oct,0.252
1,AM,,7,Sep,0.237
7,AM,fri,29,Aug,1.123
4,PM,,7,Nov,0.216
3,AM,wed,3,Dec,0.253
9,AM,,8,Nov,0.344
12,AM,tue,4,Feb,0.367
7,PM,sat,8,Nov,0.721
11,AM,tue,20,May,0.432
7,AM,thu,22,May,0.85
4,PM,sun,11,May,0.641
5,PM,,21,Jul,3.276
5,AM,mon,14,Jul,3.168
11,PM,,21,Sep,0.308
9,PM,wed,25,Jun,1.069
10,AM,wed,11,Jun,0.626
3,PM,sun,24,Aug,0.896
6,PM,sat,26,Apr,0.491
10,PM,fri,9,May,0.594
6,AM,sat,20,Dec,1.003
5,PM,,3,Apr,0.464
1,PM,,31,Aug,0.806
3,AM,,26,Apr,0.098
7,AM,,25,Jun,1.685
2,PM,tue,16,Dec,0.493
6,AM,,21,Dec,0.95
4,PM,sun,31,Aug,1.199
3,PM,,20,Aug,0.499
9,AM,mon,24,Mar,0.264
9,AM,fri,10,Oct,0.151
4,AM,fri,19,Sep,0.12
1,AM,thu,6,Mar,0.186
9,PM,,21,Apr,0.164
12,AM,tue,16,Dec,0.353
12,PM,wed,12,Feb,0.504
4,AM,fri,4,Apr,0.068
12,AM,sun,31,Aug,0.989
7,PM,fri,7,Nov,0.77
4,PM,,27,Jul,2.333
2,PM,tue,26,Aug,0.552
2,AM,thu,13,Nov,0.095
8,PM,,11,Nov,0.619
4,PM,sat,8,Mar,0.706
6,AM,,24,Sep,0.907
8,AM,tue,20,May,0.304
3,AM,,21,Jul,0.403
6,PM,,26,Oct,0.972
7,AM,,9,Jan,2.106
10,PM,sat,12,Jul,1.114
5,AM,,4,Nov,0.559
10,PM,sat,6,Dec,0.453
11,AM,,23,Apr,0.173
11,AM,,10,Dec,0.506
5,PM,,4,Dec,1.258
9,AM,mon,17,Nov,0.155
7,AM,mon,21,Jul,1.793
10,AM,mon,14,Jul,0.778
3,AM,wed,1,Jan,0.396
2,AM,,16,May,0.154
10,AM,,21,Oct,0.226
3,PM,,16,Aug,1.242
1,PM,,8,Jan,0.904
7,AM,fri,21,Feb,1.199
10,PM,mon,1,Dec,0.644
10,PM,wed,19,Feb,0.666
5,PM,mon,24,Nov,0.62
12,PM,,4,Mar,0.396
7,AM,sat,27,Dec,1.228
7,PM,sat,28,Jun,3.758
11,AM,fri,14,Nov,0.191
11,PM,,10,Jul,1.152
6,AM,mon,5,May,0.778
9,AM,,5,May,0.274
7,PM,,11,Jul,4.882
8,PM,sat,1,Nov,0.972
7,PM,fri,19,Dec,2.376
7,PM,,29,Apr,0.648
11,PM,tue,16,Sep,0.322
6,PM,,18,Feb,1.596
2,AM,sun,13,Jul,0.583
5,AM,thu,30,Jan,2.552
1,AM,sat,29,Nov,0.159
10,PM,tue,29,Apr,0.176
12,AM,,25,Oct,0.557
8,PM,sun,2,Mar,1.685
6,PM,,7,Jun,3.532
1,AM,thu,22,May,0.182
10,PM,,13,Oct,0.351
11,PM,,2,Aug,1.224
10,AM,,4,Apr,0.14
9,PM,fri,18,Apr,0.12
2,PM,fri,7,Feb,0.394
11,AM,,23,Mar,0.432
